angles,magnitudes,activity
0.28125,1,2
0.375,0,2
-1.13329,0,2
1.23438,1,2
0,0,2
7.125,2,2
0.609375,0,2
0.469978,-4.34882e-06,2
0.573637,-4.34882e-06,2
0.00805664,0.0153809,2
0.287305,-4.34882e-06,2
-0.0998998,-0,2
0.305556,1,2
0.5,0,2
-0.124994,0,2
1.22222,1,2
0,0,2
7.33333,2,2
0.388889,0,2
0.398855,-4.34882e-06,2
0.549366,-4.34882e-06,2
0.00756836,0.0153809,2
0.301021,-4.34882e-06,2
-0.012612,-0,2
0.3,1,2
0.7,0,2
0.599978,0,2
1.25,1,2
0,0,2
7.1,2,2
0.29,0,2
0.348212,-4.34882e-06,2
0.555816,-4.34882e-06,2
0.00881836,0.0153809,2
0.265286,-4.34882e-06,2
-0.153565,-0,2
0.355372,1,2
0.545455,0,2
3.56653,0,2
1.24793,1,2
0,0,2
7.27273,2,2
0.380165,0,2
0.398003,-4.34882e-06,2
0.504731,-4.34882e-06,2
0.00763293,0.0153809,2
0.299224,-4.34882e-06,2
-0.409424,-0,2
0.555556,1,2
0,0,2
0.999958,0,2
1.22222,1,2
0,0,2
8.66667,2,2
0.888889,0,2
0.276426,-4.34882e-06,2
0.276426,-4.34882e-06,2
0.0153809,0.0153809,2
-4.34882e-06,-4.34882e-06,2
-0.999992,-0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
1,1,2
0,0,2
0,0,2
1,1,2
0,0,2
8,2,2
0,0,2
-4.34882e-06,-4.34882e-06,2
-4.34882e-06,-4.34882e-06,2
0.0153809,0.0153809,2
-4.34882e-06,-4.34882e-06,2
-0,-0,2
1,1,2
0,0,2
0,0,2
1,1,2
0,0,2
8,2,2
0,0,2
-4.34882e-06,-4.34882e-06,2
-4.34882e-06,-4.34882e-06,2
0.0153809,0.0153809,2
-4.34882e-06,-4.34882e-06,2
-0,-0,2
0.157025,0.157025,2
5.27273,3.18182,2
0.654647,1.05139,2
8.10744,4.53719,2
0,0,2
6,6.63636,2
26.9587,11.1405,2
0.801773,0.726386,2
0.856501,0.856501,2
0.00685813,0.00608334,2
0.448853,0.432077,2
-1.18474,-0.723116,2
0.183673,0.183673,2
14.1429,0.428571,2
-0.59677,1.11863,2
9.85714,3.40816,2
0,0,2
5.57143,8.42857,2
22.6939,9.38776,2
0.759063,0.673059,2
0.759063,0.759063,2
0.00645229,0.0077278,2
0.415042,0.296575,2
-0.954525,-0.70858,2
0.21875,0.25,2
12.875,1.25,2
0.296701,0.841576,2
8.10938,5.73438,2
0,0,2
5.875,7.5,2
18.8594,14.5,2
0.64889,0.64889,2
0.724144,0.64889,2
0.00512695,0.0090332,2
0.526785,0.319464,2
-0.553852,-1.65143,2
0.28,0.28,2
10,3.4,2
0.0234373,-23.999,2
11.24,1.16,2
0,0,2
2.8,8.6,2
36.56,2.24,2
0.578541,0.578541,2
0.578541,0.578541,2
0.00663086,0.00663086,2
0.412684,0.412684,2
-0.82926,-4.31507,2
0.368056,1,2
0.166667,0,2
-0.607122,0,2
1.38889,1,2
0,0,2
12.9167,2,2
1.15972,0,2
0.532094,-4.34882e-06,2
0.557176,-4.34882e-06,2
0.0110406,0.0153809,2
0.195668,-4.34882e-06,2
-0.488425,-0,2
0.295918,1,2
0.5,0,2
-4.65368,0,2
1.26531,1,2
0,0,2
13.5,2,2
0.535714,0,2
0.479124,-4.34882e-06,2
0.597592,-4.34882e-06,2
0.00756836,0.0153809,2
0.301021,-4.34882e-06,2
-0.196767,-0,2
0.320988,0.895062,2
0.222222,0,2
-1.16662,0.999971,2
1.33333,1.47222,2
0,0,2
11.2222,2.33333,2
1.32099,1.88889,2
0.531375,0.0931731,2
0.585641,0.0931731,2
0.00997962,0.0153809,2
0.23004,-4.34882e-06,2
-0.623076,-0.9993,2
0.32872,0.889273,2
0.411765,0.529412,2
1.74995,-0.0624982,2
1.23529,1.49827,2
0,0,2
13.1176,2.17647,2
0.643599,0.49827,2
0.499385,0.0971508,2
0.61899,0.0971508,2
0.00781166,0.0136508,2
0.294223,0.0971508,2
-0.144087,-0.271005,2
0.44,0.44,2
0.4,0.2,2
-0.249995,0.62499,2
1.16,2.6,2
0,0,2
7.6,3.8,2
0.24,4.96,2
0.292277,0.412684,2
0.412684,0.412684,2
0.00788086,0.0103809,2
0.292277,0.217313,2
-0.100983,-0.999941,2
0.78125,0.46875,2
0,0.125,2
0.99994,0.724126,2
1.10938,2.35938,2
0,0,2
7.75,3.625,2
0.4375,4.48438,2
0.163621,0.390963,2
0.163621,0.390963,2
0.0153809,0.0119629,2
-4.34882e-06,0.163621,2
-0.999864,-0.903714,2
0.625,0.40625,2
0.25,0,2
3.6665,0.999983,2
1.1875,2.35938,2
0,0,2
7.75,4.25,2
0.1875,5.4375,2
0.24421,0.423126,2
0.24421,0.423126,2
0.00952148,0.0153809,2
0.24421,-4.34882e-06,2
-0.511591,-0.999932,2
0.62963,0.481481,2
0.222222,0.555556,2
-0.125009,0.653835,2
1.09877,2.28395,2
0,0,2
7.77778,3.44444,2
0.17284,4.24691,2
0.23004,0.368566,2
0.296931,0.435458,2
0.00997962,0.00959382,2
0.23004,0.296931,2
-0.0399153,-1.84123,2
0.5,0.5,2
2,0.5,2
1.44443,1.99996,2
3.25,2,2
0,0,2
8,4.5,2
4,6.25,2
0.301021,0.301021,2
0.301021,0.301021,2
0.00756836,0.00756836,2
0.301021,0.301021,2
-8.30506,-8.30506,2
0.5,0.5,2
2,0.5,2
1e+10,1e+10,2
1,1,2
0,0,2
5,6.5,2
1,0.25,2
0.301021,0.301021,2
0.301021,0.301021,2
0.00756836,0.00756836,2
0.301021,0.301021,2
505649,505649,2
0.5,0.5,2
2,0.5,2
0.99996,2.99988,2
1.25,1.25,2
0,0,2
4,5.5,2
0,0.25,2
-4.34882e-06,0.301021,2
0.301021,0.301021,2
0.00756836,0.00756836,2
0.301021,0.301021,2
-8.30506,-1,2
1,1,2
4,1,2
-6e+10,-3e+10,2
1,1,2
0,0,2
6,7,2
0,0,2
-4.34882e-06,-4.34882e-06,2
-4.34882e-06,-4.34882e-06,2
0.0153809,0.0153809,2
-4.34882e-06,-4.34882e-06,2
1.14974e+06,1.14974e+06,2
0.882812,0.507812,2
0,0.125,2
0.999917,-0.599979,2
1.05859,1.3125,2
0,0,2
2.125,9.375,2
0.234375,1.23438,2
0.101526,0.412888,2
0.101526,0.412888,2
0.0153809,0.0119629,2
-4.34882e-06,0.163621,2
-0.999442,-0.808866,2
0.755102,0.387755,2
0,0.142857,2
0.999943,1.36839,2
1.12245,1.77551,2
0,0,2
2.28571,8.71429,2
0.489796,2.4898,2
0.178103,0.501046,2
0.178103,0.501046,2
0.0153809,0.0115543,2
-4.40059e-06,0.178103,2
-0.999898,-0.896313,2
0.506173,0.62963,2
11,0.111111,2
0,1.3214,2
1,1.69136,2
0,0,2
3.66667,9.22222,2
8.22222,2.17284,2
0.368566,0.296931,2
0.368566,0.296931,2
0.00766481,0.0122944,2
0.368566,0.151487,2
298494,-2.49325,2
0.555556,0.5,2
0,0,2
0.999958,0.999974,2
1.22222,1.58333,2
0,0,2
2.66667,9,2
0.888889,2.33333,2
0.276426,0.376765,2
0.276426,0.376765,2
0.0153809,0.0153809,2
-4.34882e-06,-4.34882e-06,2
-0.999992,-0.999913,2
