angles,magnitudes,activity
0.42,1,3
0.5,0,3
2.08524,0,3
2.29,1,3
0,0,3
4.9,2,3
3.85,0,3
0.472886,-4.34882e-06,3
0.472886,-4.34882e-06,3
0.0100684,0.0153809,3
0.277515,-4.34882e-06,3
-0.587781,-0,3
0.5,1,3
0.5,0,3
1.33332,0,3
10,1,3
0,0,3
8.5,2,3
42.25,0,3
0.301021,-4.34882e-06,3
0.301021,-4.34882e-06,3
0.00756836,0.0153809,3
0.301021,-4.34882e-06,3
-8.30506,-0,3
1,1,3
1,0,3
6e+10,0,3
1,1,3
0,0,3
15,2,3
0,0,3
-4.34882e-06,-4.34882e-06,3
-4.34882e-06,-4.34882e-06,3
0.0153809,0.0153809,3
-4.34882e-06,-4.34882e-06,3
1.14974e+06,-0,3
1,1,3
1,0,3
-6e+10,0,3
1,1,3
0,0,3
13,2,3
0,0,3
-4.34882e-06,-4.34882e-06,3
-4.34882e-06,-4.34882e-06,3
0.0153809,0.0153809,3
-4.34882e-06,-4.34882e-06,3
1.14974e+06,-0,3
0.55102,1,3
0.285714,0,3
-0.166653,0,3
1.12245,1,3
0,0,3
9.71429,2,3
0.204082,0,3
0.259816,-4.34882e-06,3
0.345821,-4.34882e-06,3
0.00900331,0.0153809,3
0.259816,-4.34882e-06,3
-0.0583227,-0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0.211045,0.810651,3
0.74359,1.64103,3
0.329886,-0.0540528,3
1.38264,1.77844,3
0,0,3
4.53846,2.41026,3
0.863905,1.47272,3
0.544482,0.143604,3
0.776183,0.174475,3
0.00662839,0.0125045,3
0.400723,0.143604,3
-0.106872,-0.0137073,3
0.224377,0.811634,3
0.736842,1.68421,3
0.999969,-0.117645,3
1.40997,2.50693,3
0,0,3
4.52632,2.42105,3
0.880886,1.50693,3
0.54154,0.14613,3
0.733599,0.14613,3
0.00672435,0.0124376,3
0.39841,0.14613,3
-0.269323,-0.330554,3
0.369615,0.827664,3
0.428571,1.52381,3
1.11663,-0.105261,3
1.40816,2.37868,3
0,0,3
4.52381,2.38095,3
1.10658,1.37868,3
0.410289,0.136574,3
0.525708,0.136574,3
0.0114126,0.0126881,3
0.217589,0.136574,3
-0.698783,-0.318252,3
0.218837,0.811634,3
0.736842,1.68421,3
0.648129,-0.117645,3
1.44875,2.50693,3
0,0,3
4.52632,2.42105,3
0.880886,1.50693,3
0.54154,0.14613,3
0.74556,0.14613,3
0.00672435,0.0124376,3
0.39841,0.14613,3
-0.198118,-0.330554,3
0.375,0.25,3
2.25,4.25,3
0.294114,1.19276,3
4.1875,6.1875,3
0,0,3
4.75,7.75,3
10.6875,16.1875,3
0.451532,0.602043,3
0.451532,0.602043,3
0.00952148,0.00561523,3
0.24421,0.451532,3
-0.833309,-0.83329,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
0,0,3
1,1,3
1,1,3
-2e+10,-4e+10,3
1,1,3
0,0,3
5,9,3
0,0,3
-4.34882e-06,-4.34882e-06,3
-4.34882e-06,-4.34882e-06,3
0.0153809,0.0153809,3
-4.34882e-06,-4.34882e-06,3
1.14974e+06,1.14974e+06,3
1,1,3
0,0,3
0,0,3
1,1,3
0,0,3
2,2,3
0,0,3
-4.34882e-06,-4.34882e-06,3
-4.34882e-06,-4.34882e-06,3
0.0153809,0.0153809,3
-4.34882e-06,-4.34882e-06,3
-0,-0,3
1,1,3
0,0,3
0,0,3
1,1,3
0,0,3
2,2,3
0,0,3
-4.34882e-06,-4.34882e-06,3
-4.34882e-06,-4.34882e-06,3
0.0153809,0.0153809,3
-4.34882e-06,-4.34882e-06,3
-0,-0,3
1,1,3
0,0,3
0,0,3
1,1,3
0,0,3
2,2,3
0,0,3
-4.34882e-06,-4.34882e-06,3
-4.34882e-06,-4.34882e-06,3
0.0153809,0.0153809,3
-4.34882e-06,-4.34882e-06,3
-0,-0,3
1,1,3
0,0,3
0,0,3
1,1,3
0,0,3
2,2,3
0,0,3
-4.34882e-06,-4.34882e-06,3
-4.34882e-06,-4.34882e-06,3
0.0153809,0.0153809,3
-4.34882e-06,-4.34882e-06,3
-0,-0,3
0.25,1,3
0.6875,0,3
0.399986,0,3
1.3125,1,3
0,0,3
3.6875,2,3
0.589844,0,3
0.444674,-4.34882e-06,3
0.640153,-4.34882e-06,3
0.00866699,0.0153809,3
0.269726,-4.34882e-06,3
-0.294075,-0,3
0.3125,1,3
0.625,0,3
