angles,magnitudes,activity
0.536967,13.19565,00.778427,010.6153,10,01.07971,836.2303,00.338836,-4.34882e-060.35686,-4.34882e-060.0134757,0.01538090.104695,-4.34882e-06-0.624114,-00.544745,15.53226,00.379998,08.64828,10,01.37097,829.5861,00.34588,-4.34882e-060.365985,-4.34882e-060.012251,0.01538090.153099,-4.34882e-06-0.518958,-00.553644,14.86525,00.522471,09.00523,10,01.26241,830.271,2.27374e-130.338769,-4.29705e-060.36117,-4.29705e-060.0125861,0.01538090.140495,-4.29705e-06-0.514248,-00.561685,14.17829,00.635073,09.32714,10,01.15504,831.2062,00.331718,-4.34882e-060.353413,-4.34882e-060.0129434,0.01538090.12657,-4.34882e-06-0.539463,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-00,00,00,00,00,00,00,00,00,00,00,00,01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-00,00,00,00,00,00,00,00,00,00,00,00,0,running
0.415229,17.72283,00.664579,012.1153,10,01.95109,836.5749,00.417459,-4.34882e-060.464859,-4.34882e-060.0112319,0.01538090.189206,-4.34882e-06-0.337957,-00.407319,19.57471,00.42402,011.2674,10,02.2069,833.204,00.421236,-4.34882e-060.477682,-4.34882e-060.0104677,0.01538090.214516,-4.34882e-06-0.260766,-00.47225,15.88,00.548586,010.7694,10,01.57,835.6671,00.385378,-4.34882e-060.41468,-4.34882e-060.0120809,0.01538090.159345,-4.34882e-06-0.475415,-00.398825,19.74432,00.379043,011.3122,10,02.25568,833.7492,00.426372,-4.34882e-060.481893,-4.34882e-060.0104022,0.01538090.216627,-4.34882e-06-0.272343,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,81.42109e-14,2.27374e-13-4.29705e-06,-4.29705e-06-4.29705e-06,-4.29705e-060.0153809,0.0153809-4.29705e-06,-4.29705e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,81.42109e-14,2.27374e-13-4.29705e-06,-4.29705e-06-4.29705e-06,-4.29705e-060.0153809,0.0153809-4.29705e-06,-4.29705e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-0,running
0,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00.834642,11.86076,00.999987,03.35539,10,02.16456,810.8348,00.156253,-4.34882e-060.156253,-4.34882e-060.0142392,0.01538090.0701096,-4.34882e-06-0.758954,-00.868441,11.36111,00.999986,02.9566,10,02.11111,88.92284,00.129813,-4.34882e-060.129813,-4.34882e-060.0145369,0.01538090.0551165,-4.34882e-06-0.775728,-00.818762,11.59783,00.726183,04.89036,10,02.09783,813.0779,00.166125,-4.34882e-060.175135,-4.34882e-060.0143951,0.01538090.0623979,-4.34882e-06-0.548222,-00.781689,12.61333,00.494945,06.1744,10,02.24,813.9726,00.195142,-4.34882e-060.195142,-4.34882e-060.0138031,0.01538090.0904181,-4.34882e-06-0.485668,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,81.42109e-14,2.27374e-13-4.29705e-06,-4.29705e-06-4.29705e-06,-4.29705e-060.0153809,0.0153809-4.29705e-06,-4.29705e-06-0,-0,running
0,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-0,running
0,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,0,running
0,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,10,00,01,10,06,20,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,0,running
0,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,10,00,01,10,06,20,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,10,00,01,10,06,20,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,06,20,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,06,20,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-00,00,00,00,00,00,00,00,00,00,00,00,0,running
0,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,10,00,01,10,04,20,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,0,running
1,10,00,01,10,00,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,00,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,00,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,0.8892730,00,0.9999151,1.055360,00,7.882350,0.221453-4.34882e-06,0.0971508-4.34882e-06,0.09715080.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-0.9993721,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-00,00,00,00,00,00,00,00,00,00,00,00,01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-00.555556,0.5555560,00.999979,0.9999861.88889,30,03.33333,63.55556,80.276426,0.2764260.276426,0.2764260.0153809,0.0153809-4.34882e-06,-4.34882e-06-0.999992,-0.9999920,00,00,00,00,00,00,00,00,00,00,00,0,running
0.329268,0.51784614.939,0.5365850.171716,0.99998111.8217,2.054730,03.15854,7.1463430.206,3.027360.451014,0.4677310.540121,0.4956580.00875813,0.01097040.267057,0.259572-0.105714,-0.396160.326324,0.51557216.5634,0.661972-0.0819037,1.1393611.2063,2.010510,03.40845,7.2535228.15,2.527280.447349,0.4632930.540788,0.4802480.0083882,0.01038430.277818,0.287232-0.110295,-0.3632350.466111,0.6503774.34177,0.2405060.713348,1.0540811.8191,1.701810,01.40506,7.4303840.1359,2.245150.381914,0.3387260.404932,0.3463430.0128572,0.01348810.129978,0.131442-0.570942,-0.5957990.319576,0.56574115.2297,0.4054050.432947,0.67441412.6773,1.705620,03.22973,7.3513530.54,2.308980.455326,0.3901580.547734,0.4519880.00868688,0.01092960.269144,0.241298-0.0897864,-0.4919150.563277,0.4383455.7093,0.220930.696256,0.6447668.77136,1.621960,02.68605,6.9883726.4934,2.174280.349497,0.4882440.383479,0.5362230.0118528,0.01127810.182979,0.212626-0.482809,-0.6248250.547508,0.4439995.59494,0.1898730.749604,0.7485238.78529,1.604070,02.83544,7.0253227.4517,2.125940.376993,0.489720.408481,0.5416650.0118808,0.01130.18282,0.203914-0.453221,-0.5688310.607756,0.4258172.08421,0.07368420.934516,1.130529.03812,1.564430,02.21053,6.9789531.2472,2.104820.318171,0.4853370.334782,0.4967710.0135041,0.01324790.119753,0.11424-0.66636,-0.7147070.53625,0.3909386.75,0.28750.615842,1.202459.19984,1.617340,02.85,6.937526.4975,2.158590.365629,0.5309490.406769,0.5889250.0113428,0.01000490.202253,0.258053-0.424173,-0.4607481,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,80,0-4.34882e-06,-4.34882e-06-4.34882e-06,-4.34882e-060.0153809,0.0153809-4.34882e-06,-4.34882e-06-0,-01,10,00,01,10,02,81.42109e-14,2.27374e-13-4.29705e-06,-4.29705e-06-4.29705e-06,-4.29705e-060.0153809,0.0153809-4.29705e-06,-4.29705e-06-0,-01,0.5644440,0.20,2.153711,1.115560,02,8.333330,0.355556-4.34882e-06,0.316966-4.34882e-06,0.3722490.0153809,0.0103809-4.34882e-06,0.217313-0,-0.1348191,0.5102040,0.4285710,1.28572e+101,10,02,8.428570,0.244898-4.34882e-06,0.296575-4.34882e-06,0.2965750.0153809,0.0077278-4.34882e-06,0.296575-0,4245471,0.388430,0.1818180,0.6071191,1.23140,02,8.727270,0.743802-4.34882e-06,0.432077-4.34882e-06,0.4868050.0153809,0.0107321-4.34882e-06,0.205907-0,-0.2898891,0.3472220,0.4166670,-1.249961,1.222220,02,8.583330,0.409722-4.34882e-06,0.398855-4.34882e-06,0.5206360.0153809,0.00778537-4.34882e-06,0.294961-0,-0.0257962,running
