angles,magnitudes,activity
0.216263,1,0
0.5,0,0
0.45743,0,0
1.32526,1,0
0,0,0
5.44118,2,0
0.893599,0,0
0.577712,-4.34882E-06,0
0.726048,-4.34882E-06,0
0.00756836,0.0153809,0
0.301021,-4.34882E-06,0
-0.104586,0,0
0.234375,1,0
0.5,0,0
-0.352099,0,0
1.27734,1,0
0,0,0
5.5,2,0
1,0,0
0.578311,-4.34882E-06,0
0.69198,-4.34882E-06,0
0.00756836,0.0153809,0
0.301021,-4.34882E-06,0
-0.387041,0,0
0.351562,1,0
0.1875,0,0
-0.352099,0,0
1.27734,1,0
0,0,0
5.4375,2,0
1.12109,0,0
0.512582,-4.34882E-06,0
0.512582,-4.34882E-06,0
0.0106201,0.0153809,0
0.209572,-4.34882E-06,0
-0.725611,0,0
0.28,1,0
0.4,0,0
-1.27268,0,0
1.29333,1,0
0,0,0
5.33333,2,0
0.755556,0,0
0.536399,-4.34882E-06,0
0.608835,-4.34882E-06,0
0.00788086,0.0153809,0
0.292277,-4.34882E-06,0
-0.291822,0,0
0.373961,0.141274,0
1.05263,1.05263,0
0.770677,0.890038,0
2.60665,5.7867,0
0,0,0
3.78947,7.89474,0
5.63989,18.0942,0
0.568794,0.872963,0
0.600477,0.968013,0
0.00984069,0.00629153,0
0.286873,0.441069,0
-0.965354,-0.576805,0
1,1,0
9,4,0
-90000000000,0,0
1,1,0
0,0,0
5,4,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
1149740,1149740,0
0.5,1,0
0.5,0,0
4.9998,0,0
1.25,1,0
0,0,0
7.5,2,0
0.25,0,0
0.301021,-4.34882E-06,0
0.301021,-4.34882E-06,0
0.00756836,0.0153809,0
0.301021,-4.34882E-06,0
-1,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
8,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.3,0.82,0
0.3,0,0
0.99996,0.999933,0
1.25,1.09,0
0,0,0
5.1,8.2,0
0.69,0.36,0
0.47289,0.141173,0
0.555816,0.141173,0
0.00881836,0.0153809,0
0.265286,-4.34882E-06,0
-0.153565,-0.999781,0
0.36,1,0
0.6,0,0
-2.74987,0,0
1.16,1,0
0,0,0
5.4,8,0
0.24,0,0
0.292277,-4.34882E-06,0
0.458133,-4.34882E-06,0
0.00788086,0.0153809,0
0.292277,-4.34882E-06,0
-0.445918,0,0
0.222222,0.722222,0
0.333333,0,0
0.699981,0.999946,0
1.55556,1.13889,0
0,0,0
4.66667,8.33333,0
1.88889,0.555556,0
0.577447,0.195668,0
0.677786,0.195668,0
0.00843642,0.0153809,0
0.276426,-4.34882E-06,0
-0.456843,-0.999929,0
0.375,1,0
0.5,0,0
-4.33313,0,0
1.1875,1,0
0,0,0
5,8,0
0.5,0,0
0.451532,-4.34882E-06,0
0.451532,-4.34882E-06,0
0.00756836,0.0153809,0
0.301021,-4.34882E-06,0
-1.12786,0,0
0.448097,0.461938,0
0.147059,0.0588235,0
0.46243,1.74718,0
1.21886,1.23616,0
0,0,0
4.61765,8.82353,0
0.706747,0.910035,0
0.39952,0.373241,0
0.442498,0.373241,0
0.0114611,0.0136508,0
0.181341,0.0971508,0
-0.346914,-0.750402,0
0.475,0.505,0
0.15,0,0
0.285701,0.99996,0
1.21,1.2475,0
0,0,0
4.55,8.9,0
0.6475,0.99,0
0.384974,0.298846,0
0.426434,0.298846,0
0.0113965,0.0153809,0
0.183572,-4.34882E-06,0
-0.323191,-1,0
0.569161,0.460317,0
0.047619,0.047619,0
1.26244,0.236355,0
1.18141,1.24943,0
0,0,0
4.52381,8.90476,0
0.725624,0.943311,0
0.31572,0.367754,0
0.31572,0.367754,0
0.0139636,0.0139636,0
0.0831344,0.0831344,0
