1,1,1
1,1,1
2,2,1
0.0153809,0.0153809,1
0.555556,1,1
1.33333,0,1
1.74998,0,1
4.55556,1,1
5.33333,2,1
22.2222,0,1
0.276426,-4.34882e-06,1
0.276426,-4.34882e-06,1
0.00843642,0.0153809,1
0.276426,-4.34882e-06,1
1,1,1
1,1,1
2,2,1
0.0153809,0.0153809,1
1,1,1
1,1,1
2,2,1
0.0153809,0.0153809,1
0.561224,0.663265,1
0.999976,0.999951,1
1.67347,1.16837,1
8.85714,2.42857,1
2.69388,0.673469,1
0.329589,0.225642,1
0.329589,0.225642,1
0.0153809,0.0153809,1
0.481482,0.5,1
0.111111,0.166667,1
1.64282,0.999946,1
1.69136,1.13889,1
9,2.5,1
3.11111,0.583333,1
0.456276,0.376765,1
0.456276,0.376765,1
0.0122944,0.0110406,1
0.151487,0.195668,1
0.505669,0.487528,1
0.047619,0.190476,1
1.37766,0.691141,1
1.63039,1.1542,1
9,2.47619,1
2.85714,0.535147,1
0.391695,0.375283,1
0.391695,0.421796,1
0.0139636,0.0105623,1
0.0831344,0.211455,1
0.755102,0.428571,1
0.999943,0.999943,1
1.12245,1.12245,1
8.28572,2.57143,1
0.489796,0.530612,1
0.178103,0.415042,1
0.178103,0.415042,1
0.0153809,0.00900331,1
0.834711,1,1
0.99999,0,1
5.04959,1,1
1.81818,2,1
16.1983,0,1
0.132293,-4.34882e-06,1
0.132293,-4.34882e-06,1
0.0153809,0.0153809,1
0.68,1,1
9.8,0,1
8.84,1,1
3.4,2,1
7.84,0,1
0.217313,-4.34882e-06,1
0.217313,-4.34882e-06,1
0.0103809,0.0153809,1
0.217313,-4.34882e-06,1
0.773438,1,1
3.0625,0,1
0.428568,0,1
6.35938,1,1
2.3125,2,1
13.5898,0,1
0.201245,-4.34882e-06,1
0.201245,-4.34882e-06,1
0.0135498,0.0153809,1
0.101526,-4.34882e-06,1
0.875556,1,1
0.999988,0,1
4.04889,1,1
1.86667,2,1
12.1956,0,1
0.106363,-4.34882e-06,1
0.106363,-4.34882e-06,1
0.0153809,0.0153809,1
1,0.5232,1
0.985674,0.0448047,1
1,1.16597,1
12,6.30488,1
9.09495e-13,0.529001,1
0.0153809,0.0107101,1
1,0.512258,1
1,1.17113,1
12,6.22785,1
0.0153809,0.00947235,1
0.977015,0.588426,1
0.0116279,0.104651,1
1,1.24229,1
11.9884,6.12791,1
0.0114927,0.878989,1
0.0275059,0.396089,1
0.0275059,0.396089,1
0.0150217,0.0124528,1
0.0275059,0.14556,1
7043.12,-0.603503,1
1,0.582562,1
1,1.19444,1
12,6.27778,1
0.0153809,0.0116434,1
0.75293,0.382224,1
0.999974,0.573604,1
1.16005,1.43247,1
11.6879,3.7305,1
0.640209,1.45928,1
0.197334,0.502001,1
0.197334,0.518476,1
0.0153809,0.0127464,1
0.698877,0.321464,1
0.0647482,0.194245,1
1.10734,1.42027,1
11.6906,3.7482,1
0.515812,1.33948,1
0.264297,0.582218,1
0.264297,0.618536,1
0.0134885,0.0104898,1
0.104151,0.213803,1
0.693372,0.312363,1
0.0779221,0.168831,1
1.10322,1.41259,1
11.6883,3.77922,1
0.526227,1.47074,1
0.272932,0.586103,1
0.272932,0.635996,1
0.0131355,0.0109956,1
0.118842,0.197173,1
0.729913,0.332874,1
0.0681818,0.189394,1
1.08878,1.35463,1
11.7348,3.81061,1
0.452422,1.36565,1
0.245667,0.566568,1
0.245667,0.621495,1
0.0133955,0.0110029,1
0.108092,0.209047,1
0.55088,0.449631,1
0.017094,0.111111,1
0.974049,0.999956,1
5.61246,1.20966,1
10.5812,2.7094,1
18.3521,0.804442,1
0.366042,0.398051,1
0.366042,0.398051,1
0.0148558,0.0122944,1
0.0375591,0.151487,1
0.548926,0.41438,1
2.71818,0.145455,1
0.259653,0.796338,1
4.24174,1.22322,1
11.5364,2.72727,1
13.4943,0.780165,1
0.414106,0.418116,1
0.414106,0.457346,1
0.0124909,0.0114966,1
0.171092,0.180112,1
0.505691,0.450714,1
2.79167,0.0763889,1
0.306441,0.790669,1
4.45443,1.29861,1
11.4583,2.78472,1
14.3316,1.09949,1
0.448475,0.418973,1
0.458275,0.434698,1
0.0118423,0.0131761,1
0.200909,0.11719,1
0.496696,0.416978,1
2.98305,0.161017,1
0.314227,0.346723,1
4.57139,1.24648,1
11.4915,2.72034,1
14.8492,0.760773,1
0.456356,0.423588,1
0.456356,0.423588,1
0.0115767,0.0111593,1
0.212707,0.191668,1
0.634811,0.381656,1
0.929825,0.105263,1
0.600968,0.702864,1
2.67075,1.38381,1
12.3509,4.35088,1
6.99138,1.35057,1
0.339413,0.520229,1
0.356546,0.543977,1
0.0128416,0.0124376,1
0.148135,0.14613,1
0.630502,0.331134,1
2.21359,0.213592,1
2.11679,1.37289,1
12.7961,4.31068,1
5.72043,1.20445,1
0.361014,0.574579,1
0.361014,0.598729,1
0.0115604,0.0101318,1
0.225273,0.22525,1
0.615873,0.356192,1
1.58678,0.14876,1
0.255026,0.425269,1
2.5753,1.37388,1
12.3636,4.28099,1
7.0405,1.326,1
0.36725,0.552464,1
0.378514,0.568607,1
0.0123009,0.0114236,1
0.185005,0.182635,1
0.585331,0.352287,1
1.3913,0.182609,1
0.30585,0.427068,1
2.67864,1.33391,1
12.6087,4.30435,1
7.09535,1.20302,1
0.373186,0.552434,1
0.405892,0.595665,1
0.0115458,0.0107164,1
0.204333,0.206423,1
1,0.6,1
1,1.16,1
12,7.64,1
0.0153809,0.0120809,1
1,0.785467,1
1,1.05536,1
12,7.88235,1
0.0153809,0.0121369,1
0.834711,0.681818,1
0.999953,0.82112,1
1.08264,1.7624,1
12.1818,7.31818,1
0.330579,3.03512,1
0.132293,0.287998,1
0.132293,0.287998,1
0.0153809,0.014025,1
1,0.722992,1
1,1.04986,1
12,7.78947,1
0.0153809,0.0124376,1
0.419355,0.46462,1
0.822581,0.0483871,1
1.35302,1.31217,1
12.4677,2.85484,1
1.60276,1.12409,1
0.458152,0.402656,1
0.458152,0.402656,1
